🕰️,elec,temp,pmv,occupancy
2002-07-09 00:20:00+00:00,10430600.624383537,20.66814713544662,-0.65,
2002-07-09 00:30:00+00:00,10430600.624383537,20.628742725399892,-0.66,
2002-07-09 00:40:00+00:00,10430600.624383537,20.59055886427513,-0.67,
2002-07-09 00:50:00+00:00,10430600.624383537,20.55347336252106,-0.68,
